route_id,service_id,trip_id,trip_headsign,direction_id
M1,WEEKDAY,M1_D0_1,M1_ATR,0
M1,WEEKDAY,M1_D0_2,M1_ATR,0
M1,WEEKDAY,M1_D0_3,M1_ATR,0
M1,WEEKDAY,M1_D0_4,M1_ATR,0
M1,WEEKDAY,M1_D0_5,M1_ATR,0
M1,WEEKDAY,M1_D0_6,M1_ATR,0
M1,WEEKDAY,M1_D0_7,M1_ATR,0
M1,WEEKDAY,M1_D0_8,M1_ATR,0
M1,WEEKDAY,M1_D0_9,M1_ATR,0
M1,WEEKDAY,M1_D0_10,M1_ATR,0
M1,WEEKDAY,M1_D0_11,M1_ATR,0
M1,WEEKDAY,M1_D0_12,M1_ATR,0
M1,WEEKDAY,M1_D0_13,M1_ATR,0
M1,WEEKDAY,M1_D0_14,M1_ATR,0
M1,WEEKDAY,M1_D0_15,M1_ATR,0
M1,WEEKDAY,M1_D0_16,M1_ATR,0
M1,WEEKDAY,M1_D0_17,M1_ATR,0
M1,WEEKDAY,M1_D0_18,M1_ATR,0
M1,WEEKDAY,M1_D0_19,M1_ATR,0
M1,WEEKDAY,M1_D0_20,M1_ATR,0
M1,WEEKDAY,M1_D0_21,M1_ATR,0
M1,WEEKDAY,M1_D0_22,M1_ATR,0
M1,WEEKDAY,M1_D0_23,M1_ATR,0
M1,WEEKDAY,M1_D0_24,M1_ATR,0
M1,WEEKDAY,M1_D0_25,M1_ATR,0
M1,WEEKDAY,M1_D0_26,M1_ATR,0
M1,WEEKDAY,M1_D0_27,M1_ATR,0
M1,WEEKDAY,M1_D0_28,M1_ATR,0
M1,WEEKDAY,M1_D0_29,M1_ATR,0
M1,WEEKDAY,M1_D0_30,M1_ATR,0
M1,WEEKDAY,M1_D0_31,M1_ATR,0
M1,WEEKDAY,M1_D0_32,M1_ATR,0
M1,WEEKDAY,M1_D0_33,M1_ATR,0
M1,WEEKDAY,M1_D0_34,M1_ATR,0
M1,WEEKDAY,M1_D0_35,M1_ATR,0
M1,WEEKDAY,M1_D0_36,M1_ATR,0
M1,WEEKDAY,M1_D0_37,M1_ATR,0
M1,WEEKDAY,M1_D0_38,M1_ATR,0
M1,WEEKDAY,M1_D0_39,M1_ATR,0
M1,WEEKDAY,M1_D0_40,M1_ATR,0
M1,WEEKDAY,M1_D0_41,M1_ATR,0
M1,WEEKDAY,M1_D0_42,M1_ATR,0
M1,WEEKDAY,M1_D0_43,M1_ATR,0
M1,WEEKDAY,M1_D0_44,M1_ATR,0
M1,WEEKDAY,M1_D0_45,M1_ATR,0
M1,WEEKDAY,M1_D0_46,M1_ATR,0
M1,WEEKDAY,M1_D0_47,M1_ATR,0
M1,WEEKDAY,M1_D0_48,M1_ATR,0
M1,WEEKDAY,M1_D0_49,M1_ATR,0
M1,WEEKDAY,M1_D0_50,M1_ATR,0
M1,WEEKDAY,M1_D0_51,M1_ATR,0
M1,WEEKDAY,M1_D0_52,M1_ATR,0
M1,WEEKDAY,M1_D0_53,M1_ATR,0
M1,WEEKDAY,M1_D0_54,M1_ATR,0
M1,WEEKDAY,M1_D0_55,M1_ATR,0
M1,WEEKDAY,M1_D0_56,M1_ATR,0
M1,WEEKDAY,M1_D0_57,M1_ATR,0
M1,WEEKDAY,M1_D0_58,M1_ATR,0
M1,WEEKDAY,M1_D0_59,M1_ATR,0
M1,WEEKDAY,M1_D0_60,M1_ATR,0
M1,WEEKDAY,M1_D0_61,M1_ATR,0
M1,WEEKDAY,M1_D0_62,M1_ATR,0
M1,WEEKDAY,M1_D0_63,M1_ATR,0
M1,WEEKDAY,M1_D0_64,M1_ATR,0
M1,WEEKDAY,M1_D0_65,M1_ATR,0
M1,WEEKDAY,M1_D0_66,M1_ATR,0
M1,WEEKDAY,M1_D0_67,M1_ATR,0
M1,WEEKDAY,M1_D0_68,M1_ATR,0
M1,WEEKDAY,M1_D0_69,M1_ATR,0
M1,WEEKDAY,M1_D0_70,M1_ATR,0
M1,WEEKDAY,M1_D0_71,M1_ATR,0
M1,WEEKDAY,M1_D0_72,M1_ATR,0
M1,WEEKDAY,M1_D0_73,M1_ATR,0
M1,WEEKDAY,M1_D0_74,M1_ATR,0
M1,WEEKDAY,M1_D0_75,M1_ATR,0
M1,WEEKDAY,M1_D0_76,M1_ATR,0
M1,WEEKDAY,M1_D0_77,M1_ATR,0
M1,WEEKDAY,M1_D0_78,M1_ATR,0
M1,WEEKDAY,M1_D0_79,M1_ATR,0
M1,WEEKDAY,M1_D0_80,M1_ATR,0
M1,WEEKDAY,M1_D0_81,M1_ATR,0
M1,WEEKDAY,M1_D0_82,M1_ATR,0
M1,WEEKDAY,M1_D0_83,M1_ATR,0
M1,WEEKDAY,M1_D0_84,M1_ATR,0
M1,WEEKDAY,M1_D0_85,M1_ATR,0
M1,WEEKDAY,M1_D0_86,M1_ATR,0
M1,WEEKDAY,M1_D0_87,M1_ATR,0
M1,WEEKDAY,M1_D0_88,M1_ATR,0
M1,WEEKDAY,M1_D0_89,M1_ATR,0
M1,WEEKDAY,M1_D0_90,M1_ATR,0
M1,WEEKDAY,M1_D0_91,M1_ATR,0
M1,WEEKDAY,M1_D0_92,M1_ATR,0
M1,WEEKDAY,M1_D0_93,M1_ATR,0
M1,WEEKDAY,M1_D0_94,M1_ATR,0
M1,WEEKDAY,M1_D0_95,M1_ATR,0
M1,WEEKDAY,M1_D0_96,M1_ATR,0
M1,WEEKDAY,M1_D0_97,M1_ATR,0
M1,WEEKDAY,M1_D0_98,M1_ATR,0
M1,WEEKDAY,M1_D0_99,M1_ATR,0
M1,WEEKDAY,M1_D0_100,M1_ATR,0
M1,WEEKDAY,M1_D0_101,M1_ATR,0
M1,WEEKDAY,M1_D0_102,M1_ATR,0
M1,WEEKDAY,M1_D0_103,M1_ATR,0
M1,WEEKDAY,M1_D0_104,M1_ATR,0
M1,WEEKDAY,M1_D0_105,M1_ATR,0
M1,WEEKDAY,M1_D0_106,M1_ATR,0
M1,WEEKDAY,M1_D0_107,M1_ATR,0
M1,WEEKDAY,M1_D0_108,M1_ATR,0
M1,WEEKDAY,M1_D1_109,M1_YKP,1
M1,WEEKDAY,M1_D1_110,M1_YKP,1
M1,WEEKDAY,M1_D1_111,M1_YKP,1
M1,WEEKDAY,M1_D1_112,M1_YKP,1
M1,WEEKDAY,M1_D1_113,M1_YKP,1
M1,WEEKDAY,M1_D1_114,M1_YKP,1
M1,WEEKDAY,M1_D1_115,M1_YKP,1
M1,WEEKDAY,M1_D1_116,M1_YKP,1
M1,WEEKDAY,M1_D1_117,M1_YKP,1
M1,WEEKDAY,M1_D1_118,M1_YKP,1
M1,WEEKDAY,M1_D1_119,M1_YKP,1
