route_id,service_id,trip_id,trip_headsign,direction_id
EL,WEEKDAY,EL_D0_1,Custom House,0
EL,WEEKDAY,EL_D0_2,Custom House,0
EL,WEEKDAY,EL_D0_3,Custom House,0
EL,WEEKDAY,EL_D0_4,Custom House,0
EL,WEEKDAY,EL_D0_5,Custom House,0
EL,WEEKDAY,EL_D0_6,Custom House,0
EL,WEEKDAY,EL_D0_7,Custom House,0
EL,WEEKDAY,EL_D0_8,Custom House,0
EL,WEEKDAY,EL_D0_9,Custom House,0
EL,WEEKDAY,EL_D0_10,Custom House,0
EL,WEEKDAY,EL_D0_11,Custom House,0
EL,WEEKDAY,EL_D0_12,Custom House,0
EL,WEEKDAY,EL_D0_13,Custom House,0
EL,WEEKDAY,EL_D0_14,Custom House,0
EL,WEEKDAY,EL_D0_15,Custom House,0
EL,WEEKDAY,EL_D0_16,Custom House,0
EL,WEEKDAY,EL_D0_17,Custom House,0
EL,WEEKDAY,EL_D0_18,Custom House,0
EL,WEEKDAY,EL_D0_19,Custom House,0
EL,WEEKDAY,EL_D0_20,Custom House,0
EL,WEEKDAY,EL_D0_21,Custom House,0
EL,WEEKDAY,EL_D0_22,Custom House,0
EL,WEEKDAY,EL_D0_23,Custom House,0
EL,WEEKDAY,EL_D0_24,Custom House,0
EL,WEEKDAY,EL_D0_25,Custom House,0
EL,WEEKDAY,EL_D0_26,Custom House,0
EL,WEEKDAY,EL_D0_27,Custom House,0
EL,WEEKDAY,EL_D0_28,Custom House,0
EL,WEEKDAY,EL_D0_29,Custom House,0
EL,WEEKDAY,EL_D0_30,Custom House,0
EL,WEEKDAY,EL_D0_31,Custom House,0
EL,WEEKDAY,EL_D0_32,Custom House,0
EL,WEEKDAY,EL_D0_33,Custom House,0
EL,WEEKDAY,EL_D0_34,Custom House,0
EL,WEEKDAY,EL_D0_35,Custom House,0
EL,WEEKDAY,EL_D0_36,Custom House,0
EL,WEEKDAY,EL_D0_37,Custom House,0
EL,WEEKDAY,EL_D0_38,Custom House,0
EL,WEEKDAY,EL_D0_39,Custom House,0
EL,WEEKDAY,EL_D0_40,Custom House,0
EL,WEEKDAY,EL_D0_41,Custom House,0
EL,WEEKDAY,EL_D0_42,Custom House,0
EL,WEEKDAY,EL_D0_43,Custom House,0
EL,WEEKDAY,EL_D0_44,Custom House,0
EL,WEEKDAY,EL_D0_45,Custom House,0
EL,WEEKDAY,EL_D0_46,Custom House,0
EL,WEEKDAY,EL_D0_47,Custom House,0
EL,WEEKDAY,EL_D0_48,Custom House,0
EL,WEEKDAY,EL_D0_49,Custom House,0
EL,WEEKDAY,EL_D0_50,Custom House,0
EL,WEEKDAY,EL_D0_51,Custom House,0
EL,WEEKDAY,EL_D0_52,Custom House,0
EL,WEEKDAY,EL_D0_53,Custom House,0
EL,WEEKDAY,EL_D0_54,Custom House,0
EL,WEEKDAY,EL_D0_55,Custom House,0
EL,WEEKDAY,EL_D0_56,Custom House,0
EL,WEEKDAY,EL_D0_57,Custom House,0
EL,WEEKDAY,EL_D0_58,Custom House,0
EL,WEEKDAY,EL_D0_59,Custom House,0
EL,WEEKDAY,EL_D0_60,Custom House,0
EL,WEEKDAY,EL_D0_61,Custom House,0
EL,WEEKDAY,EL_D0_62,Custom House,0
EL,WEEKDAY,EL_D0_63,Custom House,0
EL,WEEKDAY,EL_D0_64,Custom House,0
EL,WEEKDAY,EL_D0_65,Custom House,0
EL,WEEKDAY,EL_D0_66,Custom House,0
