route_id,service_id,trip_id,trip_headsign,direction_id
ANK_M1,WEEKDAY,M1_D0_1,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_2,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_3,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_4,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_5,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_6,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_7,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_8,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_9,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_10,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_11,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_12,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_13,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_14,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_15,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_16,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_17,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_18,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_19,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_20,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_21,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_22,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_23,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_24,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_25,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_26,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_27,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_28,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_29,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_30,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_31,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_32,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_33,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_34,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_35,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_36,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_37,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_38,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_39,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_40,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_41,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_42,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_43,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_44,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_45,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_46,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_47,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_48,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_49,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_50,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_51,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_52,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_53,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_54,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_55,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_56,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_57,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_58,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_59,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_60,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_61,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_62,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_63,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_64,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_65,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_66,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_67,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_68,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_69,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_70,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_71,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_72,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_73,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_74,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_75,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_76,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_77,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_78,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_79,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_80,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_81,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_82,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_83,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_84,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_85,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_86,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_87,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_88,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_89,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_90,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_91,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_92,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_93,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_94,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_95,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_96,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_97,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_98,Batıkent,0
ANK_M1,WEEKDAY,M1_D0_99,Batıkent,0
